firstbridge_id,composite_ticker,sponsor,as_of_date,asset_class
7da8c511ba1f4219a33d9b0c5456339a,AI3,Leverage Shares,2024-12-06,Equities (Stocks)
7daec92f77364dcbad5cf624121be13c,2NFL,Leverage Shares,2024-12-06,Equities (Stocks)
7df652a0339542c39f1556b99e408112,SQQQ,Leverage Shares,2024-12-06,Equities (Stocks)
7e733c7b81154cbcbf634fe4ea0301f9,XREP,Invesco,2024-12-06,Equities (Stocks)
7e87cac10a7947898892c6875a1368f9,HSAS,HSBC,2024-12-11,Equities (Stocks)
7ee6264ae06d4173bf152a3cbf89969a,MXWO,Invesco,2024-12-06,Equities (Stocks)
7f42d3d3538d4d5397a09cdd79004e99,VFEG,Vanguard,2024-07-31,Equities (Stocks)
7fc064abc8f84beeaf877e97160965bd,BARS,Janus,2024-11-15,Commodities & Metals
7fc2eb2ce9d64ae38ecf8615577367c6,BRK2,Leverage Shares,2024-12-06,Equities (Stocks)
7ff2431a5e3844afa769b0084c87bc15,3CHI,Leverage Shares,2024-12-06,Equities (Stocks)
801449b4f0714248b3aa40a145029c8b,UC86,UBS,2024-10-31,Bonds
809877d81a704847a5f4afdffc6037ab,GOOI,Leverage Shares,2024-12-06,Equities (Stocks)
809c95e367e34098b6bde1bd741af4fb,HMEU,HSBC,2024-12-11,Equities (Stocks)
80a5c98fc0df426180767b5b32fd9483,MSF2,Leverage Shares,2024-12-06,Equities (Stocks)
80e9bc3756494ef5bee5964f17b6fed9,ABN3,Leverage Shares,2024-12-06,Equities (Stocks)
81817dc40f5940d780cc7b9e55d39c14,SPXD,Invesco,2024-12-06,Equities (Stocks)
81c05b84420845f485a3d287031d8158,SSPY,Leverage Shares,2024-12-06,Equities (Stocks)
81f83e943b6140b584c7501c0450538e,3SMF,Leverage Shares,2024-12-06,Equities (Stocks)
826754a145b24f44871afff41cbc7682,AMD3,Leverage Shares,2024-12-06,Equities (Stocks)
826da6ea960142d6aea636ff4aaadadf,HLA1,Leverage Shares,2024-12-06,Equities (Stocks)
829800f3ad484d418e7120448d307c74,VDCA,Vanguard,2024-07-31,Bonds
82f7fa7a8653453497bdcd75484ac092,AAP3,Leverage Shares,2024-12-06,Equities (Stocks)
837b7839d880411994a2d0c7a961e05c,SAMD,Leverage Shares,2024-12-06,Equities (Stocks)
83a0c3545b3f4d71b28d84f79b952622,VPCU,Leverage Shares,2024-12-06,Equities (Stocks)
83aeffb29e134b2e8a1fcb5c7f851ab6,UC03,UBS,2024-10-31,Equities (Stocks)
83b5b665201b4692a3bac437d62a3ed7,EGOG,UBS,2024-10-31,Bonds
842632331b5d4b5ead1334eabf86bdca,MBG3,Leverage Shares,2024-12-06,Equities (Stocks)
842e8b2d2921400fb86e9890b2575d84,CA3S,Invesco,2024-12-06,Equities (Stocks)
8441b7c4bedb4a299f2ffbec2abc8df3,2AMZ,Leverage Shares,2024-12-06,Equities (Stocks)
845fcd1547504bff895dc5a95c48a5e6,5ESG,UBS,2024-10-31,Equities (Stocks)
846a562d6a3b472582f628a0aad94895,SPYY,Leverage Shares,2024-12-06,Equities (Stocks)
8480d6a121554ac78c4e1d8c75a627ce,S600,Invesco,2024-12-06,Equities (Stocks)
849897639e7d44b2a8fc16ca9dbd99d5,HCHA,HSBC,2024-12-11,Equities (Stocks)
84e23a0fcf074e889ab0368aae079c9a,HIJP,HSBC,2024-12-11,Equities (Stocks)
84f7a2e977f84482aea1f6960077fbb7,TSL3,Leverage Shares,2024-12-06,Equities (Stocks)
853732a53baf435fb6e5a47cdeeede1a,HMES,HSBC,2024-12-11,Equities (Stocks)
8548c5b786b04b53baa59e347cd6228a,2BAE,Leverage Shares,2024-12-06,Equities (Stocks)
855357845d754dda91210256499194a9,CT5,UBS,2024-10-31,Equities (Stocks)
857c51824ab2438c80be66dfa3c01d1e,RICI,Market Access,2024-12-06,Commodities & Metals
85dcc689217c4707a50bfc472801a02d,VISE,Leverage Shares,2024-12-06,Equities (Stocks)
8680b234ce8e43d19a12b956729d86fc,SOXS,Leverage Shares,2024-12-06,Equities (Stocks)
873597e46170423ca2f0295401c23522,EUFM,UBS,2024-10-31,Equities (Stocks)
8753695d7a6740f4b34383214fe1a9bb,CBTU,21Shares,2024-11-27,Other Asset Types
7d5b00ef71d540fdacca86222d20304b,CANA,UBS,2024-10-31,Equities (Stocks)
7dd54148076c4b71b24d9955ed136492,WNER,Wisdom Tree,2024-09-30,Equities (Stocks)
7e4729694ca04a9b918605c5f95bb765,VUCE,Vanguard,2024-07-31,Bonds
7f47f5d2b6914f1f85c54af2066ebd2a,XLBS,Invesco,2024-12-06,Equities (Stocks)
80399ab0e1714f5e8c68c6ddb3fa27d3,GGE,UBS,2024-10-31,Bonds
80f2a8f4261d4b2ca1e83b7779e23447,USVEUY,UBS,2024-10-31,Equities (Stocks)
8101b1bb5e294e80ba840f85c176829c,EQLTD,UBS,2024-10-31,Equities (Stocks)
81336962cca741a0893e6b9635635d45,VNGD40,Vanguard,2024-09-30,Target Date / Multi-Asset
813ee62c16504a31a986be9d74bcce15,WSDG,Wisdom Tree,2024-09-30,Equities (Stocks)
8228bde34b704f5bbe3f1f824bfe8546,GENDEE,UBS,2024-10-31,Equities (Stocks)
826162a0c8964e74b0cc96e1061258e5,SPDA,UBS,2024-10-31,Equities (Stocks)
82671cc9552b42bdbba1b02548602c73,CITE,UBS,2024-10-31,Equities (Stocks)
838efc2850354853a9b0aa055ac7d6ac,SBA3,Leverage Shares,2024-12-06,Equities (Stocks)
83d1b9f37f994d3e9c630e2c63010820,HEMV,HSBC,2024-12-11,Equities (Stocks)
851b2e0916d3435d9ac8d38a49d60bcd,COBO,Wisdom Tree,2024-09-30,Bonds
869663fdf60241df8ee9edab08ca6bd4,GREIT,UBS,2024-10-31,Equities (Stocks)
86bb0df4fa4f4e11a9deb9d4f44c180e,V3GF,Vanguard,2024-07-31,Bonds
8742bb1dd1904acf9d1ae4dc0b78b752,DXJZ,Wisdom Tree,2024-09-30,Equities (Stocks)
7dd01702b1c949b4bcb075e61fed45b9,JAPA,UBS,2024-10-31,Equities (Stocks)
7e0a074e1cec4535b15bd9148a4fa415,CBUSH,UBS,2024-10-31,Bonds
7e9dcd6e158a4dabbaa1527aceb35a2e,SBEME,UBS,2024-10-31,Bonds
7e9f3bf2db7441b4a127c4c8bda8625a,VNRA,Vanguard,2024-07-31,Equities (Stocks)
7eb86ea4006141d4897878ff61ffaa28,EMVEUA,UBS,2024-10-31,Equities (Stocks)
7edf7d229a9d4fddb5e50b3404185368,AETH,21Shares,2024-11-27,Other Asset Types
7f06f7e349c442d3978d5b51a14b138d,AWSRI,UBS,2024-10-31,Equities (Stocks)
7f123e4370bf4105a6a80865fa0bfe60,F1ESGA,UBS,2024-10-31,Bonds
7f231d45d49f4c23aa919cbf0fda3ef7,AUUSI,UBS,2024-10-31,Commodities & Metals
7f92b2c19d8f4676bd0139704a09ca26,SPXCC,UBS,2024-10-31,Equities (Stocks)
7f9bf2efffe2409e9ce311456cd2a8de,XLES,Invesco,2024-12-06,Equities (Stocks)
80535b138daa464389ea0631af7516af,SHEMG,UBS,2024-10-31,Bonds
8154c898a1e34a84a235a79b4641070f,VECA,Vanguard,2024-07-31,Bonds
81b71829a26d4b56aaaa130f61b1b390,UQLTH,UBS,2024-10-31,Equities (Stocks)
81d865d684af4d688be888009052f356,SHEME,UBS,2024-10-31,Bonds
81e5329b397d482491d6edd8ad700b3f,SHEMD,UBS,2024-10-31,Bonds
82837538284245e8bb79156a5b31f94b,USAPA,UBS,2024-10-31,Equities (Stocks)
8289f775978a47b5ac5655526867ec2d,EMUEUA,UBS,2024-10-31,Equities (Stocks)
82ae4957e28c4ff28b7bd904d4531fa1,UT1USA,UBS,2024-10-31,Bonds
82c6a69a7169444db7e03c5da890374e,V3PA,Vanguard,2024-07-31,Equities (Stocks)
8332c53fdbb14b52818256ffb90cebd8,EUMV,OSSIAM ETF,2024-12-11,Equities (Stocks)
83afaca462614ffe9bda0f236bbb5891,DCEUAS,UBS,2024-10-31,Commodities & Metals
846e9e6d13104235b7c55ff60020203c,CAHEUA,UBS,2024-10-31,Equities (Stocks)
8480b8d41b554e7dbdcf22b5a5fe675d,ESGEME,UBS,2024-10-31,Bonds
849689af0c2e429a9e5d4f0dfadf08ba,USDVD,UBS,2024-10-31,Equities (Stocks)
84a3d4c34d37450994f454072a17b2b8,OP2E,OSSIAM ETF,2024-12-10,Equities (Stocks)
8538fbbed26340e5a2a0ef559ba3e932,SP500S,UBS,2024-10-31,Equities (Stocks)
8540a987b74d468292094ec26cb2da82,C2MV,OSSIAM ETF,2024-12-11,Equities (Stocks)
866b48d18bbf4efd83054264da3d94b9,WXAG,Wisdom Tree,2024-09-30,Commodities & Metals
867b5cf3f21c4477a35d90a398893f6e,ADOTGBP,21Shares,2024-11-27,Other Asset Types
8688582fd58843688f97851a1857ba36,WDESGC,UBS,2024-10-31,Equities (Stocks)
86d878fbe10a4fb998588fe5af5bcfb1,ESGEMC,UBS,2024-10-31,Bonds
7ec954e955324257bdcbfab05b7e5385,VUSA,Vanguard,2024-07-31,Equities (Stocks)
81e65375e20e4a9ba5769ab30706a0fe,V3SE,Vanguard,2024-07-31,Bonds
8266fb6b63e949fab44df022df04409e,AIMX,21Shares,2024-11-27,Other Asset Types
828d62a097ed4dc7b194aecad516f82f,AMKR,21Shares,2024-11-27,Other Asset Types
82d88edda3e845ceb2a5a12caea9c792,5SPY,Leverage Shares,2024-12-06,Equities (Stocks)
83f2e245737f43b18d1513f03ef7a44e,AETH,21Shares,2024-11-27,Other Asset Types
80dbc14ec4a04f3ca094d225a7b3f7dd,IQEC,Index IQ,2024-06-28,Bonds
822d6389f30e46a3a48670354a8077b3,HBDS,HSBC,2024-12-11,Equities (Stocks)
82f5e14e96f648eaafaa0301b43a7f67,AARB,21Shares,2024-11-27,Other Asset Types
84532bf44128482da424a458a34bc457,APTOS,21Shares,2024-11-27,Other Asset Types
8465d25d43254430a4e2b9b270079db9,LIDO,21Shares,2024-11-27,Other Asset Types
839d68b2d9574acc8711be38e37c6188,BETAW20TR,AgioFunds,2023-09-14,Equities (Stocks)
89db7c20564a45c494f1c6cdd6679b33,H412,HSBC,2024-12-11,Equities (Stocks)
8a315d8181264baf9a5e10a895eea0a3,METY,Leverage Shares,2024-12-06,Equities (Stocks)
8aa3070f6d9f4df0ab2da170c633530f,GASF,Goldman Sachs,2024-12-06,Bonds
8ab9f82950f34b68abc08112758f29a2,MSTS,Leverage Shares,2024-12-06,Equities (Stocks)
8ade516cc5144b5cb797324dfa4221e5,CHSA,UBS,2024-10-31,Bonds
8b3a4b6d06af4a96b9116750bbb4ed5d,VGUE,Vanguard,2024-07-31,Bonds
8bb0058deffd4821998dcebd23ac0ae6,S5SG,UBS,2024-10-31,Equities (Stocks)
8bbc1f443fe24b0bb4e7d97592ff4eb2,3SAM,Leverage Shares,2024-12-06,Equities (Stocks)
8bca0469678b4a2c9a91554e20fbfa02,3DAX,Leverage Shares,2024-12-06,Equities (Stocks)
8c561d0369c644b791213c91e9701db6,HP8E,HSBC,2024-12-11,Equities (Stocks)
8c9f932bf98a43aa8832f18f88891865,UIW3,UBS,2024-10-31,Equities (Stocks)
8cc86f349cb04abdb9ba965511394deb,WTGA,Wisdom Tree,2024-09-30,Equities (Stocks)
8ccfcf009aa84ac5801120030b8098c6,UIMD,UBS,2024-10-31,Equities (Stocks)
8d7972ae18a84252a113e808ee4b3745,3AN,Leverage Shares,2024-12-06,Equities (Stocks)
8e6138422d7244399566c24b54b992b5,VDCE,Vanguard,2024-07-31,Bonds
8eaf68d81dcb4388a9294a4e4ce9a783,2BRE,Leverage Shares,2024-12-06,Equities (Stocks)
8f5002cc9f20472f8285702dfc62006a,WTEM,Wisdom Tree,2024-09-30,Equities (Stocks)
8fa1113f477343cebfce72c36ff76cd2,WGRU,Wisdom Tree,2024-09-30,Equities (Stocks)
8fa6067419ec40929c3734ef4e91bffb,UEFZ,UBS,2024-10-31,Bonds
905d417a0484433fb2d9a2efc951c944,VAGY,Vanguard,2024-07-31,Bonds
9063a7b1d44e478184279995962e8ace,UBUS,UBS,2024-10-31,Equities (Stocks)
87b1b88d0db84e789b3fdc4308746b19,V3SD,Vanguard,2024-07-31,Bonds
87c499908cb64fb19076fdd80bb28868,HSPD,HSBC,2024-12-11,Equities (Stocks)
87d12abbdd994247bc715d58b48b468c,QQQY,Leverage Shares,2024-12-06,Equities (Stocks)
87eec53e7f774bb382d413d012bd88b7,UC85,UBS,2024-10-31,Bonds
88fd951bbf7f4b548574929ce1be33fc,WBIO,Wisdom Tree,2024-09-30,Equities (Stocks)
8914e3278bf54fe0af0ad63fa19b8862,V3NA,Vanguard,2024-07-31,Equities (Stocks)
893552ecd7554c98a3fe224cf56e5539,VSCA,Vanguard,2024-07-31,Bonds
89655b478035401dbf13b412fe82f991,SRIW,UBS,2024-10-31,Equities (Stocks)
89a5d99447a64eafa1db2646c218f8ab,UC93,UBS,2024-10-31,Equities (Stocks)
89a66bdfc4a049dda53b1ed681928156,HTWD,HSBC,2024-12-11,Equities (Stocks)
89babea0939c4fa4ba63345a614c7537,3CNE,Leverage Shares,2024-12-06,Equities (Stocks)
8a07e9049663456bbbfb15c0ceb0655c,DFEE,Wisdom Tree,2024-09-30,Equities (Stocks)
8a1710a217674839995cee99cfbd08f9,DHS,Wisdom Tree,2024-09-30,Equities (Stocks)
8a40483987904090b1d2449a2279b8e9,3GDX,Leverage Shares,2024-12-06,Equities (Stocks)
8a8cde42bf434fa2b4dd0135e5201a4e,HEDP,Wisdom Tree,2024-09-30,Equities (Stocks)
8a8eea582ce84ffd9dfe8f4bb83b5509,3SKE,Leverage Shares,2024-12-06,Equities (Stocks)
8ac97c056ae44996b0cc326c57ee608e,SCHI,Leverage Shares,2024-12-06,Equities (Stocks)
8b393d9ed44a489a9e71f10511d6a597,EGOV,UBS,2024-10-31,Bonds
8b433082e84a4ebb8a243abef0323ff9,3JDE,Leverage Shares,2024-12-06,Equities (Stocks)
8c7506197b604352b368bd623ccf3a80,2NVD,Leverage Shares,2024-12-06,Equities (Stocks)
8cae1a0c5f5e4cfab1c60c6aca03bbcd,GGRB,Wisdom Tree,2024-09-30,Equities (Stocks)
8cffcc77275e48b8b1cefa7818674902,3SMT,Leverage Shares,2024-12-06,Equities (Stocks)
8d187d22feea43d0a84481482ce7fbbc,HMWS,HSBC,2024-12-11,Equities (Stocks)
8d4c7b5e5d22484a8cbc12cb5237a621,HSMS,HSBC,2024-12-11,Equities (Stocks)
8d69b35c9b824ae1a76a303d9e20c06f,XLFS,Invesco,2024-12-06,Equities (Stocks)
8d74031a6ebb45d7b549f71814bd4d0d,SOX4,Leverage Shares,2024-12-06,Equities (Stocks)
8e1434d6d7e4403483bdab8df803a37e,HINS,HSBC,2024-12-11,Equities (Stocks)
8e3d8e38331c4ecaaa4826a80a43dd48,V3EA,Vanguard,2024-07-31,Equities (Stocks)
8ebeec78b1a3446bb5825f7b14ca82e6,2BRE,Leverage Shares,2024-12-06,Equities (Stocks)
8ece0366c17a4028bbb6728a348ec335,CCUA,UBS,2024-10-31,Commodities & Metals
8eefd7985a1a4c258d3d1b62a9f05e1e,SARK,Leverage Shares,2024-12-06,Equities (Stocks)
8f17583a809c4481b44a28bda0b4dcef,XSOP,Wisdom Tree,2024-09-30,Equities (Stocks)
8f1ba497c18440508e9a88d622eb5545,3SAM,Leverage Shares,2024-12-06,Equities (Stocks)
8f2c473f88ad430189272e83a8a29c09,XLF3,Leverage Shares,2024-12-06,Equities (Stocks)
8f5326d03c9c4e2bb7bc5b94429b8cfb,GOO3,Leverage Shares,2024-12-06,Equities (Stocks)
8f9de5ec3552433eb6f267d04a40c37f,BUFD,Leverage Shares,2024-12-06,Equities (Stocks)
9006fd22d33b4b1a8865b78e945d0690,JPNS,Leverage Shares,2024-12-06,Equities (Stocks)
90215eef75ed44d6a569006b0c791ac2,2MU,Leverage Shares,2024-12-06,Equities (Stocks)
9068a4fda70c4e78969ebc292609a5d9,SGDE,Leverage Shares,2024-12-06,Equities (Stocks)
90740d25cebf473192599ef6885777e7,STSE,Leverage Shares,2024-12-06,Equities (Stocks)
90dec0cc28ed4443bb92622197087c04,HWWS,HSBC,2024-12-11,Equities (Stocks)
87bc325245fe438293ebf4eb9959b4ea,EXCS,UBS,2024-10-31,Equities (Stocks)
8950163caee047afb968a9e245903be9,EURSRI,UBS,2024-10-31,Equities (Stocks)
89ae595c388844cd867732b7ff7f3e04,VEMT,Vanguard,2024-07-31,Bonds
8b528618f15a4f82afdf8f275ea57b14,XLIS,Invesco,2024-12-06,Equities (Stocks)
8d75f5ffd2c64be29f45ee41be58fd8b,MXUE,Invesco,2024-12-06,Equities (Stocks)
8da864a88cd6407bab3b4a6b582f7019,MDBA,UBS,2024-10-31,Bonds
8e7aabb4605e4c59b5cd3f6bc988f9b4,SDJE5D,Invesco,2024-12-06,Equities (Stocks)
8e9617a2b50c47b5a389c22c6357f3cb,UST1F,UBS,2024-10-31,Bonds
8ee84871de094d23bdaa990649b20519,SMSJPN,Invesco,2024-12-06,Equities (Stocks)
8fa10f876d984089bfe099c915d6c102,WCOA,Wisdom Tree,2024-09-30,Commodities & Metals
90cc88779b2d4fb7b0382c36bd3c1ad5,GAS,Leverage Shares,2024-12-06,Commodities & Metals
87c49f29f2334c3796b0b25ad768a7c7,ACUUKD,UBS,2024-10-31,Equities (Stocks)
88708f308ca54bd4917a7ea5e92d1f40,GENDEA,UBS,2024-10-31,Equities (Stocks)
889c3fedc65f4b47bdaeda2946726a4c,COCB,Wisdom Tree,2024-09-30,Bonds
88c6b0024c9140e99488ff23458f50a8,SPMCHA,UBS,2024-10-31,Equities (Stocks)
88ebf913f89a4f68964cff579508b430,TIP1AU,UBS,2024-10-31,Bonds
89734cf1d8454a39a18500e6b89b6845,BOLDUSD,21Shares,2024-11-27,Target Date / Multi-Asset
8987d6657cc34b3bb2464364a91a708a,S2HGBD,UBS,2024-10-31,Equities (Stocks)
8995ab080ec3430e9bd464c414b909ad,MDBE,UBS,2024-10-31,Bonds
899aa4d4a77444399783f731096a0e68,S5ESG,UBS,2024-10-31,Equities (Stocks)
89af2e10f60641d9bf015e57225ef0dc,WRDCHA,UBS,2024-10-31,Equities (Stocks)
8bbc0a8a804f4910aa8d15ce6a67685f,UPVLDF,UBS,2024-10-31,Equities (Stocks)
8c527923afa34c46ae019012078130ab,DXJD,Wisdom Tree,2024-09-30,Equities (Stocks)
8c564e1264134e8b806d954ef5d9e982,CNAUA,UBS,2024-10-31,Equities (Stocks)
8c7804c149f6404aaa148955da8e345a,SPESGE,UBS,2024-10-31,Equities (Stocks)
8c8227dab24c452baab4ff3f1ae3e7bd,CBTC,21Shares,2024-11-27,Other Asset Types
8c8cccc9a1624fc5a9abfe2736e4ff5e,HPAE,HSBC,2024-12-11,Equities (Stocks)
8cb5b02a3864427387059bdb59d42c4a,ACWUKD,UBS,2024-10-31,Equities (Stocks)
8da82b004b574437aa8804d048fbdced,WDNA,Wisdom Tree,2024-09-30,Equities (Stocks)
8dbb3b0381f046d29ed838b203142cad,GENDEE,UBS,2024-10-31,Equities (Stocks)
8e00b3025c4848e8af16f1a90f356baa,CBUS5,UBS,2024-10-31,Bonds
8f078192016746c99b984a037c1c4a35,CHUSD,UBS,2024-10-31,Equities (Stocks)
8f119d94fb8e47ad972287e1108790b9,USAUSA,UBS,2024-10-31,Equities (Stocks)
8f23a9932e0f412f963db516155ae0d7,SUSE5,UBS,2024-10-31,Bonds
8f3f9bdd86ea4c7e8452a2f8c9177595,GENDEW,UBS,2024-10-31,Equities (Stocks)
8f88429c00c04bb998ec75f8d3c8c672,EMUAA,UBS,2024-10-31,Equities (Stocks)
8ff7201245ab44878eb23b1dfd69e344,CODO,Wisdom Tree,2024-09-30,Bonds
900d932fc05b4d96b6ff6933d7e6e7a8,EUSRS,UBS,2024-10-31,Equities (Stocks)
9057f77cc7f643eb97e38dc452559a34,MSRUSB,UBS,2024-10-31,Equities (Stocks)
89b26c4f8e4945a5a7339a25d7eddb55,UE27,UBS,2024-10-31,Bonds
8c216c44c85b4251ac4108c6469f7937,JPMS,Leverage Shares,2024-12-06,Equities (Stocks)
8c57ccb1f03e418bbe602c743484b76b,3PYP,Leverage Shares,2024-12-06,Equities (Stocks)
8da812bc6f3046ecb78c711e6f4a4810,UIM9,UBS,2024-10-31,Equities (Stocks)
911286f3c83f4f5995fa92d026a26c4e,V3AL,Vanguard,2024-07-31,Equities (Stocks)
8f84548bb4f04b2f806f5bd19051f594,HCHS,HSBC,2024-12-11,Equities (Stocks)
8f906bf583964c60952901e3d6335e86,BGXS,Expat Capital,2024-09-09,Equities (Stocks)
91973a86da8f491eafbc587c4971f847,WAXG,Wisdom Tree,2024-09-30,Commodities & Metals
91bf253f79124bf3993f34f99c99369e,OSX6,OSSIAM ETF,2024-12-10,Equities (Stocks)
9236a37d1799486b9bc5c90534194ee3,EL46,Deka ETF,2024-11-29,Equities (Stocks)
9294c5667ea84928892d7dd1b340007b,H41X,HSBC,2024-12-11,Equities (Stocks)
92f0faf984d74987a7a0527a749194f9,VMIG,Vanguard,2024-07-31,Equities (Stocks)
9393b82e6457440facbce4179a1a747d,3MRN,Leverage Shares,2024-12-06,Equities (Stocks)
93d5a4b077f7424eb1eceee774a5ffc5,WTDX,Wisdom Tree,2024-09-30,Equities (Stocks)
93f341c815204d66ad275fac5ec2916c,JMLP,HANetf,2024-12-05,Equities (Stocks)
9418a866a2cd49aa82efd38c1b28f786,SC0I,Invesco,2024-12-06,Equities (Stocks)
94bc4c6b7d9143e0949d3399ca2a7496,3JPN,Leverage Shares,2024-12-06,Equities (Stocks)
95b417e9652347d2be7d28ea166554a0,OIL2,Leverage Shares,2024-12-06,Commodities & Metals
96195cec40c846e69bce83a36eb33b36,GOOE,Leverage Shares,2024-12-06,Equities (Stocks)
96aae96086e54febb4434740c9a22f48,21BC,21Shares,2024-11-27,Other Asset Types
9751f28cc13c44ff9ce21c94c9cde251,V3RE,Vanguard,2024-07-31,Bonds
98b2df7b0a9847b5a9efbe25faa41cc7,AW15,UBS,2024-10-31,Equities (Stocks)
98fae0717418437d9218d86085bb953b,HP2A,HSBC,2024-12-11,Equities (Stocks)
9970db57a05c4b798ca3b8e3f053647c,3SIC,Leverage Shares,2024-12-06,Equities (Stocks)
99c9f55aacee4b39868f7b38c059c06c,H4ZC,HSBC,2024-12-11,Equities (Stocks)
9a142d5938ef4d1dbb39dec765b34e69,VGVF,Vanguard,2024-07-31,Equities (Stocks)
9a5336062f954f24a33c6ce455803e6e,VAGF,Vanguard,2024-07-31,Bonds
9a966c0b9cc0411e9a088148decbdc76,OSX4,OSSIAM ETF,2024-12-11,Equities (Stocks)
924f590040bb498295854334ef0a0340,SBA,Leverage Shares,2024-12-06,Equities (Stocks)
9259e58ff2824d37ab7f20c29e430cb1,2AMD,Leverage Shares,2024-12-06,Equities (Stocks)
92780476301a4bddb1b77e70b69f1e04,HPED,HSBC,2024-12-11,Equities (Stocks)
9292e251489f4517933a9817d9656860,SGYE,Leverage Shares,2024-12-06,Equities (Stocks)
92c472346dcb4a59a5934d70e5763959,CRM3,Leverage Shares,2024-12-06,Equities (Stocks)
934c34de8bff4e83ac50c189bc0aed30,SPLR,Leverage Shares,2024-12-06,Equities (Stocks)
936a1d0b5b4348b8addb4ebb1754f1c7,V3MA,Vanguard,2024-07-31,Equities (Stocks)
93906a8feade4f7ca5565c49a27122c7,MSF3,Leverage Shares,2024-12-06,Equities (Stocks)
93b799719b6a4f1fa76197c762750ee5,5QQE,Leverage Shares,2024-12-06,Equities (Stocks)
93efe12d1abf4ee49bc1e3dec476aaa6,ION3,Leverage Shares,2024-12-06,Equities (Stocks)
93f58ebb7ed74bb09a4c136a09cd043c,VDTS,Vanguard,2024-07-31,Bonds
942eb30fe7b04ef6a3f0f36d23773d91,QQQO,Leverage Shares,2024-12-06,Equities (Stocks)
94361c78731e4950868625d24208fb01,UB0D,UBS,2024-10-31,Equities (Stocks)
950b4f6b7b9e4d8da538f779bf7437c6,UC44,UBS,2024-10-31,Equities (Stocks)
95831831cdd4443d8d432f32baa40c01,VGVA,Vanguard,2024-07-31,Bonds
95c295487d9a41f1aa2b2a360ac1a101,UB23,UBS,2024-10-31,Equities (Stocks)
9639c21e56a84620a9109f4e8f265853,HPRD,HSBC,2024-12-11,Equities (Stocks)
96dc207bb02e4ec381a2a6e4c52450e0,DHSD,Wisdom Tree,2024-09-30,Equities (Stocks)
971a75a5d51e45cba6758d0accd2c716,UB12,UBS,2024-10-31,Equities (Stocks)
971bc8f3131e40f898cfa5bbeaadc947,HPAW,HSBC,2024-12-11,Equities (Stocks)
973256f462264d79932dee70d722bddf,DFEP,Wisdom Tree,2024-09-30,Equities (Stocks)
9732940ed6b2446a8042cb5244eaeb64,FB2,Leverage Shares,2024-12-06,Equities (Stocks)
9752ce21cd344bafb6a90efd77cc3d88,RARE,Wisdom Tree,2024-09-30,Equities (Stocks)
9781312fb8e444e78c7bbe2a75a6caa2,USFR,Wisdom Tree,2024-09-30,Bonds
979aadd1d07a4fcbba5485455906e1b4,AUAD,UBS,2024-10-31,Equities (Stocks)
979bc90e02f04bc1a1f1ac46ab01f2e8,3NVE,Leverage Shares,2024-12-06,Equities (Stocks)
97e7ef7b1b87414a91f05034ddbb538a,XLIP,Invesco,2024-12-06,Equities (Stocks)
98ba454718d34e88871cf90caed5aea4,HNCT,HSBC,2024-12-11,Equities (Stocks)
98cf5793d4034eeba8e4d3f9bc4fcbb9,VEUA,Vanguard,2024-07-31,Equities (Stocks)
996e7bf76430401cb5c00b66561d0616,ARK3,Leverage Shares,2024-12-06,Equities (Stocks)
99d481b11bbf4fed9ff70f5c311e5f7d,V3GS,Vanguard,2024-07-31,Bonds
9a3c9b7d659746ff8fcab86fc71acc86,AUGA,UBS,2024-10-31,Equities (Stocks)
9a42fa3e207541c08616b9f0aa336414,HCAA,HSBC,2024-12-11,Equities (Stocks)
9a4dbd78c6064fa0af5992798d595424,3ABN,Leverage Shares,2024-12-06,Equities (Stocks)
9a7dbfc9e6114069897eea95f3d4e537,HSTE,HSBC,2024-12-11,Equities (Stocks)
91fa4778b0d04c1e998c5ee9d52f8247,EMMUSC,UBS,2024-10-31,Equities (Stocks)
92749901d116444d95ac5d9db46d6b78,VDTE,Vanguard,2024-07-31,Bonds
928f78a5855b474aba739259f22959a9,V3SE,Vanguard,2024-07-31,Bonds
93d5a3cd0586473490d4906e99fd11bc,USAEUY,UBS,2024-10-31,Equities (Stocks)
94487fefc68f41b2a0e4000df835b1d5,VOLT,Wisdom Tree,2024-09-30,Equities (Stocks)
94f641ebec2a4220a612ee41592fd2fb,GGRA,Wisdom Tree,2024-09-30,Equities (Stocks)
953f561d4589435cb73b76759766dde8,HMEM,HSBC,2024-12-11,Equities (Stocks)
95675954a44743c2863602f7a1656225,VNGA20,Vanguard,2024-09-30,Target Date / Multi-Asset
95c1530d8cab4c72bd5d7e01d2d768d0,EUEUA,UBS,2024-10-31,Equities (Stocks)
961bb109a2d949c3a320cc48d001eaba,JPNEUA,UBS,2024-10-31,Equities (Stocks)
96ab625379ce4355859dadcd78729435,E15S,UBS,2024-10-31,Bonds
985e2f3bf30b4545b7ea59a446a7603b,SBEM,UBS,2024-10-31,Bonds
9951a3e41f8c4ee68b8a2587af74b0fe,DXJ,Wisdom Tree,2024-09-30,Equities (Stocks)
9a1b633c7f1c411bb382457839c8cdc8,HCHA,HSBC,2024-12-11,Equities (Stocks)
9a61bde0330741df9a112e8d85b114bd,WCLD,Wisdom Tree,2024-09-30,Equities (Stocks)
9a74ee3a76894c7cac7e3cba7926cbff,H50A,HSBC,2024-12-11,Equities (Stocks)
